data_area_type,data_area_type_FR,data_area,data_area_FR,entity,entity_FR,attribute,attribute_FR,attribute_data_type,attribute_data_type_FR,attribute_description,attribute_description_FR,NEED
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Employee Request,Demande de l'employé(e),Employee Request Status,Statut de la demande de l'employé(e),Code,Code,"*Indicates the status of the employee request e.g. Approved, Denied, Submitted, etc.","*Indique le statut de la demande de l'employé, par exemple Approuvé, Refusé, Soumis, etc.",
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Employee Request,Demande de l'employé(e),Employee Request Amount,Montant de la demande de l'employé(e),Amount,Montant,"The amount of the request. The type of amount may differ depending of the type/subtype of request such as dollars for deduction, number of days for leave cash-out, or may be left blank when calculated by Compensation.","Montant de la demande. Le type de montant dépend du type et du sous-type de demande : montant de la retenue, nombre de jours pour le paiement de congés annuels inutilisés, etc. On peut aussi laisser un blanc lorsque le service de la rémunération effectue le calcul.",
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Employee Request,Demande de l'employé(e),Employee Request Detail,Détails concernant la demande de l'employé(e),Text,Texte,Details regarding the request. Details will vary depending on the request type/subtype.,Détails concernant la demande. Varient selon le type et le sous-type de demande.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Employee Request,Demande de l'employé(e),Employee Request FAA Section 34 Approval Date,Date d'approbation de la demande de l'employé(e) - art 34 de la LGFP,Date,Date,The date that the request is approved by management. Approval is only required for certain requests such as leave cash-out requests.,"Date à laquelle la demande est approuvée par la direction. Il n'est pas obligatoire d'obtenir l'approbation de la direction, sauf en certains cas, comme les demandes de paiement de congés annuels inutilisés.",
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Employee Request,Demande de l'employé(e),Employee Request FAA Section 34 Approval Name,Nom de l'approbateur de la demande de l'employé(e) - article 34 de la LGFP,Text,Texte,The name of the person approving the payment request. Approval is only required for certain requests such as leave cash-out requests.,"Nom de la personne approuvant la demande de paiement. Il n'est pas obligatoire d'obtenir l'approbation de la direction, sauf en certains cas, comme les demandes de paiement des congés annuels inutilisés.",
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Employee Request,Demande de l'employé(e),Employee Request Processed Date,Date de traitement de la demande de l'employé(e),Date,Date,The date that the request was processed.,Date à laquelle la demande de l'employé a été traitée.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Employee Request,Demande de l'employé(e),Employee Request Document Provided Indicator,Indicateur de documents fournis par l'employé(e) à l'appui de sa demande,Indicator,Indicateur,Indicator specifying that official documents have been provided by the employee demonstrating that all criteria has been met for the processing of the request such as proof on learning for learning expense reimbursement.,"Indicateur précisant que l'employé a fourni les documents officiels prouvant qu'il satisfait à tous les critères de traitement de la demande, comme sa preuve de formation s'il veut se faire rembourser ses frais d'apprentissage.",
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Employer Request,Demande de l'employeur,Employer Request Type,Type de demande de l'employeur,Code,Code,The type of employer request.,Type de demande de l'employeur.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Employer Request,Demande de l'employeur,Employer Request Date,Date de traitement de la demande de l'employeur,Date,Date,The date the request is submitted by the employer.,Date à laquelle la demande a été soumise par l'employeur.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Employer Request,Demande de l'employeur,Employer Request Status,Statut de la demande de l'employeur,Code,Code,"*Indicates the status of the employer request e.g. Approved, Denied, Submitted, etc.","*Indique le statut de la demande de l'employeur, par exemple Approuvé, Refusé, Soumis, etc.",
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Employer Request,Demande de l'employeur,Employer Request Amount,Montant de la demande de l'employeur,Amount,Montant,The amount of the request.,Montant de la demande.  ,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Employer Request,Demande de l'employeur,Employer Request Detail,Détails concernant la demande de l'employeur,Text,Texte,Details regarding the request. Details will vary depending on the request type.,Détails concernant la demande. Varient selon le type de demande.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Employer Request,Demande de l'employeur,Employer Request Processed Date,Date de traitement de la demande de l'employeur,Date,Date,The date that the request was processed.,Date à laquelle la demande a été traitée.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Employment Equity Designated Group Membership,Equité en matière d'emploi Membres des groupes désignés,Employment Equity Designation Date,Date de désignation pour l'équité en matière d'emploi,Date,Date,The group for which a person may provide a designation.,Groupe pour lequel l'employé peut fournir une désignation.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Employment Equity Designated Group Membership,Equité en matière d'emploi Membres des groupes désignés,Employment Equity Designation Type,Équité en matière d'emploi Type de désignation,Code,Code,The type of designation provided by the person.,Type de désignation fournie par la personne.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Employment Equity Designated Group Membership,Equité en matière d'emploi Membres des groupes désignés,Employment Equity Designated Group Type,Équité en matière d'emploi Type de groupe désigné,Code,Code,The group for which a person may provide a designation.,Groupe pour lequel l'employé peut fournir une désignation.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Employment Equity Designated Group Membership,Equité en matière d'emploi Membres des groupes désignés,Employment Equity Designated Sub Group Type,Sous-groupe désigné pour l'équité en matière d'emploi Type,Code,Code,The sub group for which a person may provide a designation.,Le sous-groupe pour lequel une personne peut fournir une désignation.,
